Artist Name,Popularity,danceability,energy,key,mode,acousticness,instrumentalness,liveness,valence,tempo,Class
Day Wave,58,0.537,0.713,7,1,0.227,0.65,0.1,0.367,93.198,6
Don Vilanova Botafogo,19,0.64,0.487,4,0,0.834,2.80E-06,0.148,0.59,112.316,2
Meek Mill,58,0.741,0.666,1,0,0.119,,0.175,0.276,148.887,5
Cortes,28,0.446,0.895,,1,0.00593,0.000182,0.0752,0.41,164.037,10
Airbag,40,0.523,0.602,9,0,0.000929,0.563,0.0589,0.0994,144.029,10
Ouri,32,0.707,0.562,6,1,0.654,0.112,0.117,0.26,141.988,1
almost monday,2,0.669,0.932,2,1,0.0761,,0.191,0.835,119.986,10
Tatiana Hazel,30,0.644,0.639,5,1,0.0831,0.0115,0.212,0.63,89.936,6
Westlife,37,0.618,0.638,10,1,0.37,,0.0902,0.517,169.988,9
Howlin' Wolf,61,0.661,0.342,9,0,0.844,0.000128,0.26,0.588,146.118,2
The Devil Makes Three,49,0.69,0.494,9,0,0.407,3.79E-06,0.114,0.84,127.314,2
Tandy Love,34,0.326,0.771,5,0,0.0215,0.383,0.113,0.89,165.669,10
iann dior,,0.58,0.651,6,0,0.0275,,0.102,0.562,157.888,9
Valkyrie,28,0.393,0.904,7,0,5.27E-06,0.853,0.0937,0.497,89.562,8
Jay McShann,28,0.732,0.349,7,0,0.718,0.245,0.125,0.77,107.014,2
Cigarettes After Sex,59,0.483,0.5,6,1,0.354,0.912,0.103,0.368,95.981,6
Down for Tomorrow,28,0.277,0.814,7,1,0.00571,,0.467,0.313,186.062,10
D√©luge,21,0.272,0.947,5,1,0.00122,0.288,0.769,0.0577,179.935,8
Daulton Hopkins,56,0.663,0.26,4,1,0.84,0.000346,0.111,0.32,118.061,0
Totemo,15,0.764,0.763,1,1,0.123,0.229,0.216,0.579,116.054,6
The Oak Ridge Boys,46,0.597,0.628,5,1,0.247,1.90E-05,0.199,0.77,95.33,4
Skrillex,68,0.666,0.723,6,0,0.0151,0.000592,0.057,0.546,159.962,1
Four Stroke Baron,19,0.494,0.805,1,0,9.93E-05,0.0327,0.485,0.287,98.001,8
Jimi Hendrix,33,0.329,0.929,8,1,0.688,0.00716,0.263,0.133,86.88,10
Kishore Kumar,2,0.681,0.637,2,1,0.921,0.00891,0.811,0.975,147.192,3
Brendan Maynard + 2,54,0.522,0.0945,11,0,0.947,0.573,0.158,0.134,94.084,7
Pale Waves,50,0.503,0.888,1,0,0.000164,8.26E-05,0.345,0.452,170.067,10
DDG,70,0.928,0.322,,0,0.221,4.37E-06,0.115,0.468,109.999,5
Pixies,56,0.39,0.694,7,1,0.00299,0.304,0.0757,0.795,115.197,6
"Mohammed Rafi, Mukesh",24,0.32,0.609,5,0,0.717,0.00135,0.593,0.598,171.3,3
Goodie Mob,59,0.849,0.476,,1,0.0965,,0.105,0.48,83.21,5
White Lion,42,0.588,0.72,,0,0.0194,8.81E-05,0.145,0.604,108.682,8
Trophy Eyes,54,0.343,0.961,11,1,0.00187,2.70E-06,0.236,0.449,166.983,10
DON BROCO,55,0.408,0.967,9,1,0.0104,,0.0354,0.277,99.788,10
Steely Dan,50,0.745,0.586,,1,0.457,0.000295,0.119,0.604,115.857,10
Gucci Mane,41,0.943,0.777,1,1,0.00839,,0.278,0.711,135,5
Randy Travis,65,0.647,0.482,5,1,0.29,,0.232,0.437,142.648,4
Roo Panes,,0.447,0.331,,1,0.272,0.00221,0.272,0.168,127.867,0
Violent Femmes,70,0.726,0.537,,1,0.316,,0.0707,0.887,96.91,1
Hemant Kumar,4,0.429,0.65,5,0,0.946,0.0123,0.568,0.902,175.488,3
Killswitch Engage,65,0.369,0.995,,0,7.60E-05,0.00589,0.241,0.27,185.985,8
Vesica Piscis,29,0.591,0.754,,1,0.0129,0.478,0.0965,0.369,111.95,6
Long Island Quartet,48,0.447,0.0848,,0,0.954,0.745,0.113,0.268,109.703,7
Justin Bieber,79,0.608,0.547,11,1,0.131,,0.0974,0.108,99.947,9
Leah,38,0.48,0.817,7,0,0.00652,0.00157,0.101,0.232,119.989,8
BOBBY,43,0.675,0.766,11,0,0.0211,,0.0958,0.562,118.957,10
SAMI,27,0.659,0.527,11,0,0.427,,0.0752,0.553,144.915,9
Ravid Plotnik,26,0.337,0.724,6,0,0.0394,,0.123,0.564,69.21,5
James,66,0.457,0.909,,1,0.0016,0.000276,0.135,0.755,115.998,10
Led Zeppelin,54,0.476,0.666,9,1,0.297,0.103,0.0316,0.855,182.107,10
Cold Reading,,0.468,0.929,8,1,0.00308,0.000263,0.0793,0.455,146.079,10
Arijit Singh,64,0.395,0.397,11,1,0.735,,0.11,0.303,70.568,3
The Kount,26,0.859,0.777,7,1,0.314,0.823,0.315,0.378,79.975,1
Rev. Gary Davis,28,0.586,0.0976,4,1,0.989,0.0472,0.266,0.841,146.461,2
Olivia Rodrigo,51,0.672,0.526,4,1,0.0311,1.37E-06,0.28,0.28,123.999,9
Avik Ganguly,16,0.628,0.351,11,0,0.905,0.937,0.221,0.333,115.006,6
Alcest,48,0.402,0.76,8,0,1.05E-05,0.85,0.0791,0.199,74.999,10
Layten Kramer,26,0.584,0.59,8,1,0.533,0.0334,0.0906,0.628,122.042,6
Mustard,81,0.809,0.545,7,1,0.392,,0.151,0.244,97.008,5
The Doors,46,0.63,0.524,2,1,0.00921,,0.0933,0.961,118.187,10
Jess Glynne,60,0.642,0.823,,1,0.00159,,0.0776,0.431,122.977,9
Bo Burnham,84,0.694,0.948,2,1,0.00936,1.62E-05,0.139,0.705,115.044,9
Modest Mouse,63,0.614,0.91,11,0,0.00956,0.000301,0.343,0.407,128.973,10
"Shankar-Ehsaan-Loy, Ajoy Chakrabarty, Javed Ali",38,0.287,0.762,,1,0.392,,0.287,0.262,73.054,0
The Afghan Whigs,40,0.403,0.932,7,1,0.00124,1.04E-06,0.0669,0.497,97.283,10
NOISY,47,0.468,0.934,8,1,0.000274,0.000345,0.0995,0.557,179.998,10
All Time Low,62,0.45,0.602,6,0,0.15,,0.141,0.316,170.043,9
Jacob Banks,54,0.574,0.691,6,0,0.0142,0.000431,0.169,0.767,95.009,2
Rafferty,50,0.633,0.925,5,0,0.017,0.000149,0.0889,0.472,117.049,10
Moshiko Mor,44,0.534,0.544,2,0,0.189,,0.0886,0.429,163.905,9
Tom Petty,66,0.765,0.502,9,1,0.119,0.0011,0.171,0.836,144.204,10
Coldplay,77,0.577,0.749,5,0,0.599,0.0115,0.183,0.255,130.97,10
Blane Howard,57,0.54,0.513,11,1,0.713,,0.149,0.51,78.862,4
DJ Khaled,83,0.757,0.721,4,0,0.00196,,0.647,0.364,124.036,5
Maria Brink,15,0.417,0.857,7,1,0.000398,0.0848,0.248,0.183,140.914,10
Grace McKagan,25,0.457,0.986,6,1,0.0196,0.0208,0.128,0.558,139.173,10
James Jackson Jazz Trio,49,0.674,0.159,,1,0.922,0.865,0.128,0.298,120.246,7
WARGASM (UK),46,0.563,0.944,7,1,0.00112,0.00012,0.293,0.35,106.483,6
Cohen@Mushon,15,0.793,0.633,1,0,0.00751,,0.108,0.453,95.023,5
Blame My Youth,35,0.577,0.614,3,1,0.517,,0.35,0.525,141.927,9
Elton John,73,0.559,0.473,5,1,0.446,0.00141,0.154,0.397,121.227,10
Breaking Benjamin,55,0.493,0.936,1,1,8.53E-06,9.73E-05,0.358,0.683,93.501,10
Joe Turner,41,0.632,0.601,7,0,0.448,0.569,0.125,0.24,117.01,1
Alfa Mist,48,0.708,0.331,1,0,0.177,0.0504,0.0645,0.443,89.97,5
Rokia Traor√©,52,0.702,0.269,10,0,0.626,0.0406,0.125,0.397,99.747,2
The Smashing Pumpkins,75,0.767,0.787,3,1,0.0163,0.583,0.0513,0.964,126.879,10
Judas Priest,64,0.61,0.824,4,1,0.0136,1.75E-06,0.0606,0.819,134.992,10
Jerry Lee Lewis,32,0.54,0.696,,1,0.749,0.00026,0.116,0.781,94.055,10
Brain Police,34,0.31,0.832,7,1,2.90E-05,0.00956,0.411,0.416,153.284,10
The Strokes,67,0.35,0.775,11,1,0.00433,0.283,0.0676,0.588,199.866,10
Deaf Rat,28,0.527,0.971,5,0,2.74E-05,3.66E-05,0.0866,0.325,123.993,8
Las Almas Nuevas,44,0.6,0.171,9,1,0.983,0.937,0.11,0.321,127.256,7
Annie Taylor,31,0.422,0.809,11,0,0.000118,0.902,0.149,0.728,174.92,10
The Brian Jonestown Massacre,37,0.339,0.706,4,0,3.31E-05,0.857,0.35,0.107,98.441,10
Sacramento,8,0.609,0.634,4,1,0.203,0.229,0.121,0.688,127.509,6
Leviathan,36,0.0986,0.861,7,1,2.55E-06,0.934,0.672,0.137,158.397,8
Megan Thee Stallion,76,0.822,0.743,10,0,0.016,,0.127,0.636,84.459,9
Surfer Blood,26,0.414,0.828,9,1,0.0411,0.00942,0.107,0.894,175.883,6
Pierre Cavalli,35,0.292,0.979,2,1,0.164,0.922,0.4,0.059,128.721,10
Paris Texas,54,0.736,0.482,1,1,0.71,,0.221,0.442,115.02,5
The Friends of Natasha,32,0.586,0.834,,1,0.0786,0.000917,0.0925,0.63,95.025,10
Jonathan Richman,54,0.829,0.388,9,0,0.675,0.00263,0.271,0.896,116.5,1
Moby Grape,19,0.514,0.559,6,0,0.568,,0.115,0.756,102.037,2
King Gizzard & The Lizard Wizard,50,0.375,0.661,6,0,2.29E-05,0.0135,0.23,0.512,91.611,10
INXS,,0.661,0.613,,1,0.00298,0.000176,0.176,0.19,96.609,10
Tunng,23,0.708,0.411,9,1,0.45,0.00481,0.134,0.337,103.025,1
The Goodnight Darlings,26,0.587,0.947,7,1,0.09,0.00941,0.209,0.528,116.072,1
Keller Williams,41,0.587,0.762,7,1,0.393,0.0888,0.789,0.743,91.936,10
Lethal Bizzle,43,0.535,0.771,1,1,0.00389,,0.37,0.487,137.766,5
Priya Ragu,42,0.833,0.397,11,0,0.356,0.0581,0.0889,0.491,118.028,6
Josh Teskey,40,0.702,0.206,1,1,0.835,1.95E-05,0.0932,0.54,122.839,2
Tad,44,0.24,0.863,11,0,1.58E-05,0.416,0.0944,0.331,75.591,10
King Combs,59,0.671,0.622,9,0,0.236,1.29E-06,0.0928,0.417,155.599,5
Yes,65,0.41,0.761,4,0,0.0685,0.00772,0.0758,0.392,132.923,10
Led Zeppelin,77,0.564,0.932,11,1,0.013,0.169,0.349,0.619,112.937,10
Karsh Kale,34,0.603,0.864,11,1,0.427,0.892,0.329,0.49,165.033,6
Paradise Lost,34,0.506,0.947,11,0,0.000177,0.00202,0.139,0.399,107.71,8
Carlton Maison Quartet,58,0.508,0.153,5,1,0.974,0.803,0.122,0.188,112.494,7
Midland,,0.618,0.774,5,0,0.441,0.00092,0.114,0.861,99.595,1
BeAlicia,44,0.532,0.33,7,1,0.952,0.919,0.108,0.343,123.293,7
Josh A,62,0.753,0.632,9,1,0.122,,0.198,0.718,91.047,5
Ghostface600,51,0.812,0.545,10,0,0.437,,0.107,0.456,137.048,5
Jacob Banks,58,0.509,0.067,8,1,0.976,3.04E-05,0.113,0.0773,83.414,6
Landis,43,0.591,0.764,4,1,0.0899,,0.254,0.327,127.928,10
Eyal Golan,34,0.788,0.502,,0,0.381,,0.0988,0.76,95.978,9
Hanan Ben Ari,36,0.65,0.677,11,0,0.0628,,0.0412,0.722,93.814,9
Martin Garrix,56,0.424,0.694,6,0,0.0573,0.000937,0.133,0.0801,128.034,9
Toosii,57,0.647,0.538,5,0,0.227,,0.297,0.161,159.996,5
Unknown Mortal Orchestra,41,0.281,0.918,1,1,0.166,0.00669,0.323,0.36,99.455,1
Kat Von D,42,0.464,0.943,4,0,0.00247,0.452,0.191,0.36,145.004,10
DijahSB,46,0.697,0.484,1,1,0.82,,0.102,0.32,82.629,1
Cupidon,56,0.747,0.453,10,0,0.372,0.000276,0.125,0.374,108.911,1
Editors,44,0.52,0.795,11,0,0.000396,2.93E-05,0.0941,0.371,127.885,10
Lata Mangeshkar,4,0.323,0.297,3,1,0.607,,0.119,0.281,78.838,3
The Monkees,73,0.526,0.775,,1,0.707,2.05E-05,0.217,0.962,80.106,10
Frances Lion,18,0.623,0.665,,0,0.000493,,0.0676,0.533,121.96,10
El Alfa,80,0.922,0.927,11,1,0.283,0.00331,0.719,0.796,129.978,9
YFN Lucci,59,0.529,0.691,5,0,0.0221,,0.134,0.417,80.344,5
Miguel Poveda,40,0.508,0.287,5,0,0.834,,0.0963,0.324,96.139,9
Kings of Convenience,65,0.549,0.418,6,1,0.788,0.123,0.112,0.692,171.98,6
The West Coast Pop Art Experimental Band,50,0.226,0.585,2,1,0.128,0.0233,0.112,0.655,180.495,10
POORSTACY,,0.52,0.967,3,0,0.00248,2.62E-06,0.328,0.477,179.924,1
Backstreet Boys,31,0.382,0.693,10,1,0.261,,0.116,0.205,150.058,9
Abbath,36,0.287,0.962,6,1,3.70E-06,0.887,0.34,0.255,173.094,8
Highly Suspect,47,0.474,0.363,7,1,0.0126,7.77E-06,0.109,0.11,139.889,10
Flyying Colours,20,0.469,0.867,7,1,2.49E-06,0.919,0.451,0.211,125.436,6
Devilskin,35,0.63,0.845,6,1,0.000103,0.000138,0.513,0.73,129.965,8
Miki Gavrielov,,0.387,0.545,11,0,0.48,0.338,0.17,0.217,154,9
"Kane Brown, Lauren Alaina",73,0.612,0.799,10,1,0.00898,,0.172,0.687,125.976,4
Pale Waves,50,0.712,0.7,7,1,0.16,,0.0586,0.723,99.996,6
Tony Levin,24,0.229,0.621,9,1,0.0238,0.376,0.106,0.165,167.598,10
Foreigner,71,0.33,0.469,10,0,0.31,2.30E-06,0.0402,0.433,201.327,10
Havok,34,0.308,0.984,1,1,1.58E-05,0.49,0.255,0.158,113.723,8
Sly & The Family Stone,28,0.453,0.819,5,1,0.00336,0.0021,0.891,0.45,139.127,10
Andy Miller Group,50,0.424,0.196,,1,0.975,0.927,0.114,0.272,186.07,7
Vintage Trouble,24,0.626,0.631,5,1,0.345,,0.0709,0.804,163.989,10
The Lemonheads,56,0.504,0.782,2,1,0.0661,1.31E-06,0.115,0.619,123.883,10
Leprous,49,0.538,0.743,4,0,0.0343,0.00187,0.103,0.316,127.809,8
Hollow Front,48,0.534,0.979,9,0,0.00292,,0.256,0.236,119.993,8
Magic Sam,7,0.436,0.679,,1,0.49,,0.0506,0.809,189.129,2
Pote Baby,49,0.868,0.525,11,0,0.0536,,0.233,0.201,154.874,5
The Cringe,16,0.578,0.755,9,1,0.006,0.00902,0.0475,0.606,130.037,10
F√©lix Rabin,24,0.423,0.53,11,0,0.0589,0.00983,0.0737,0.665,116.179,2
Willie J Healey,38,0.64,0.845,9,0,0.555,0.000185,0.105,0.32,112.136,6
Black Grape,44,0.633,0.939,7,1,0.000642,0.0024,0.0804,0.838,119.669,6
Zoe Clark,49,0.927,0.609,7,1,0.317,,0.111,0.932,128.089,9
Taylor Malkov,35,0.753,0.738,6,0,0.202,0.000532,0.0564,0.761,139.989,9
Billy Vena,31,0.654,0.616,1,0,0.0322,,0.139,0.691,91.857,9
Celtic Frost,46,0.153,0.329,3,0,0.0125,0.918,0.0604,0.0793,102.001,8
Isaac Dunbar,51,0.514,0.648,2,1,0.0148,,0.119,0.452,129.895,9
Malena Zavala,33,0.403,0.614,5,0,0.00118,0.0018,0.315,0.496,84.964,1
Big Spring,38,0.445,0.886,7,1,0.00158,5.44E-06,0.0424,0.382,81.37,1
Henry's Funeral Shoe,33,0.315,0.794,7,1,0.0295,0.00979,0.196,0.341,130.145,2
Pale Waves,50,0.712,0.7,7,1,0.16,,0.0586,0.723,99.996,9
Conway Twitty,43,0.705,0.397,10,1,0.679,,0.106,0.684,133.355,4
CLOVES,2,0.453,0.734,8,0,0.0755,0.0344,0.349,0.299,141.894,9
JID,69,0.813,0.621,9,1,0.0144,4.03E-05,0.0793,0.377,112.101,5
Architects,62,0.533,0.967,1,0,0.000232,4.59E-05,0.109,0.477,130.052,10
Diamond Head,43,0.242,0.973,8,1,2.57E-05,0.82,0.121,0.369,148.095,8
Shannon Lay,43,0.32,0.456,5,0,0.637,2.05E-06,0.116,0.338,118.779,1
Fruition,43,0.472,0.813,9,0,0.12,0.000109,0.382,0.684,134.922,10
Migrant Motel,28,0.666,0.757,4,0,0.0237,0.00188,0.336,0.554,90.007,9
Vitamin String Quartet,44,0.15,0.211,9,0,0.792,0.174,0.169,0.141,82.68,1
Kings of Leon,58,0.293,0.778,,1,0.0147,0.227,0.102,0.24,147.882,1
Backstreet Boys,46,0.529,0.748,,1,0.0226,,0.265,0.298,105.49,9
Intelligency,46,0.659,0.518,1,1,0.033,0.193,0.318,0.135,123.005,6
PWNT,34,0.736,0.475,10,1,0.00292,0.749,0.129,0.742,101,6
Circa Waves,51,0.57,0.648,1,1,0.0506,8.12E-05,0.0835,0.483,180.107,10
Lil Tjay,70,0.593,0.512,8,0,0.58,,0.0996,0.192,95.733,5
Chris James,50,0.907,0.567,8,1,0.232,0.000101,0.198,0.831,130.002,9
MARINA,79,0.495,0.856,,0,0.000219,,0.103,0.609,158.024,9
"Arijit Singh, Pritam",47,0.613,0.237,10,1,0.89,1.53E-05,0.112,0.483,117.972,3
Moose Blood,54,0.372,0.247,4,1,0.896,0.00162,0.082,0.241,181.763,10
Prem Joshua,,0.642,0.502,6,0,0.159,0.791,0.126,0.413,104.997,0
Tomer Yeshayahu,37,0.636,0.568,11,1,0.655,5.18E-05,0.346,0.884,118.444,10
slowthai,62,0.404,0.532,,1,0.683,0.158,0.164,0.339,159.864,6
Olivia Rodrigo,91,0.556,0.661,6,0,0.3,,0.101,0.668,168.56,10
The Brian Jonestown Massacre,44,0.508,0.902,6,0,0.00131,0.796,0.111,0.557,103.71,6
Cathedral,21,0.305,0.501,2,0,0.0984,0.419,0.138,0.349,90.574,10
Dan Mason „ÉÄ„É≥¬∑„É°„Ç§„ÇΩ„É≥,29,0.671,0.611,5,0,0.427,0.802,0.0876,0.52,100.017,6
Taylor Manns,54,0.567,0.173,11,1,0.885,,0.111,0.196,117.94,9
Byther Smith,34,0.456,0.389,3,1,0.239,0.0364,0.356,0.399,179.074,2
Jeremy Pelt,48,0.297,0.0805,5,1,0.963,0.947,0.0898,0.158,80.346,7
The Beaches,49,0.542,0.923,4,0,0.011,0.00054,0.0707,0.724,172.977,1
The Specials,61,0.665,0.766,10,0,0.0492,0.338,0.113,0.905,73.683,6
Fleetwood Mac,7,0.546,0.529,9,1,0.0629,0.000567,0.0383,0.574,151.727,10
Suede,52,0.422,0.99,11,1,0.0033,1.03E-06,0.345,0.174,124.6,6
Mitch James,53,0.373,0.703,1,0,0.037,,0.107,0.225,162.076,9
Spurv,33,0.382,0.641,3,0,0.114,0.868,0.139,0.226,137.985,8
Hadag Nahash,27,0.564,0.81,2,1,0.0324,0.0152,0.174,0.435,60.473,10
Divine Chaos,13,0.548,0.982,2,1,0.000224,0.00245,0.218,0.229,93.48,8
Halestorm,56,0.384,0.955,9,0,0.0535,0.000997,0.0958,0.199,171.888,10
LoveLeo,46,0.824,0.485,6,0,0.145,0.00076,0.0798,0.773,118.874,1
Wings,72,0.479,0.601,7,1,0.0832,0.00142,0.11,0.669,124.966,10
Olivia Rodrigo,,0.669,0.543,4,1,0.0305,1.44E-06,0.288,0.269,123.977,10
Seth,24,0.145,0.977,4,0,1.12E-05,0.01,0.0766,0.092,144.857,8
Franz Ferdinand,62,0.412,0.944,,1,0.0724,0.000493,0.801,0.79,123.091,10
Modest Mouse,64,0.639,0.903,11,0,0.00963,7.06E-05,0.174,0.96,135.938,6
World's First Cinema,58,0.478,0.548,7,0,0.203,3.91E-06,0.246,0.412,147.757,10
Nirvana,57,0.37,0.947,2,1,7.97E-06,0.000175,0.0762,0.418,81.744,10
Issam Alnajjar,74,0.744,0.816,11,1,0.144,8.51E-06,0.0902,0.748,120.062,9
Blind Seagull,35,0.301,0.578,7,1,3.56E-06,0.916,0.225,0.0978,174.897,6
Angelo De Augustine,56,0.597,0.157,7,0,0.962,0.0259,0.107,0.498,81.009,6
Tepr,27,0.566,0.873,,0,0.000371,0.932,0.079,0.527,121.946,6
Wizard,30,0.492,0.884,1,0,0.000653,1.14E-05,0.317,0.149,135.073,8
Nick Moss Band,32,0.486,0.945,2,1,0.245,8.78E-05,0.373,0.957,131.645,2
Dawda Jobarteh,35,0.68,0.319,6,0,0.987,0.929,0.0878,0.473,135.04,7
Young Stoner Life,82,0.953,0.621,8,0,0.017,,0.0398,0.883,123.016,9
Laaz Rockit,33,0.154,0.923,1,0,2.93E-06,0.848,0.431,0.163,151.523,8
Now is the Time,53,0.532,0.844,7,1,0.00757,6.19E-06,0.173,0.661,109.966,0
White Rabbits,41,0.529,0.88,,0,0.152,0.000845,0.603,0.603,103.231,6
Rendez Vous,39,0.467,0.769,2,1,3.93E-05,0.572,0.32,0.607,155.957,1
Periphery,41,0.517,0.971,4,1,0.0057,3.75E-05,0.325,0.363,135.004,8
Ronnie Milsap,,0.639,0.53,2,1,0.57,,0.0911,0.918,138.72,4
American Authors,50,0.542,0.869,6,0,0.00182,1.01E-05,0.488,0.61,81.966,10
Skindred,44,0.645,0.979,,1,0.016,,0.371,0.798,106.963,8
Smoothboi Ezra,48,0.6,0.548,7,1,0.784,3.02E-05,0.116,0.263,89.98,9
Freddie King,36,0.658,0.71,9,1,0.118,0.862,0.0582,0.899,122.666,2
The Palms,54,0.606,0.781,1,1,0.142,0.00803,0.0734,0.632,170.007,1
KONGOS,53,0.555,0.74,11,0,0.0555,7.08E-06,0.306,0.761,172.915,10
Katori Walker,26,0.529,0.593,1,1,0.0598,,0.135,0.196,65.065,5
Vulfpeck,39,0.486,0.935,4,0,0.358,,0.939,0.589,94.567,10
The Struts,47,0.346,0.829,8,1,0.00104,,0.0539,0.505,161.954,10
Sheygets,31,0.375,2.03E-05,1,1,0.221,0.000252,0.133,0.123,105.77,6
"Lata Mangeshkar, S. P. Balasubrahmanyam",26,0.53,0.562,5,0,0.749,5.16E-06,0.216,0.767,90.887,3
Sister,36,0.593,0.979,1,0,2.43E-05,0.028,0.0887,0.387,135.03,10
Andromida,41,0.526,0.989,7,0,8.35E-05,0.0565,0.139,0.12,149.998,8
The Foxies,38,0.576,0.829,,0,0.00265,0.00515,0.304,0.652,167.99,6
Celeb Car Crash,26,0.366,0.941,2,1,0.000813,0.000223,0.114,0.183,82.994,10
Cheikh L√¥,36,0.779,0.667,9,0,0.614,0.117,0.0905,0.9,159.943,2
Black Thought,42,0.507,0.852,1,1,0.00587,1.57E-06,0.354,0.51,168.166,5
Kadialy Kouyate,24,0.629,0.284,10,0,0.913,0.874,0.106,0.306,120.271,7
Frazey Ford,25,0.789,0.377,9,0,0.326,0.00671,0.165,0.698,138.004,2
Destroy Boys,55,0.377,0.991,4,0,0.00081,4.84E-06,0.298,0.258,122.147,1
Kavita Krishnamurthy,31,0.517,0.643,6,0,0.395,0.00239,0.141,0.782,143.786,3
Mr. Big,73,0.688,0.375,4,1,0.286,,0.133,0.45,83.635,10
Cut Glass Kings,40,0.502,0.883,9,1,0.000136,0.315,0.154,0.129,129.993,10
"Crosby, Stills & Nash",42,0.467,0.0936,11,0,0.817,0.00365,0.113,0.178,113.699,10
bel canto,28,0.686,0.622,1,0,0.285,,0.275,0.679,107.076,6
Everyone You Know,53,0.616,0.824,6,0,0.00658,0.0257,0.3,0.206,125.024,6
Backstreet Boys,41,0.442,0.363,4,1,0.566,,0.109,0.325,84.88,9
Takatak,26,0.487,0.953,8,1,0.000203,0.00299,0.503,0.249,140.001,8
diveliner,41,0.388,0.449,1,1,0.668,,0.214,0.262,180.181,1
The Fall of Troy,32,0.485,0.97,3,0,4.07E-06,0.165,0.28,0.572,101.99,6
Parquet Courts,37,0.318,0.975,9,1,0.00562,0.826,0.345,0.668,174.206,10
Shalom Hanoch,23,0.423,0.207,1,0,0.85,1.88E-06,0.116,0.175,83.051,10
Arik Einstein,40,0.691,0.397,5,1,0.548,3.93E-05,0.0917,0.328,83.878,10
Allman Brothers Band,43,0.377,0.891,9,1,0.038,0.176,0.345,0.639,103.243,10
Ido Katzir,12,0.715,0.788,1,1,0.0841,0.000248,0.0826,0.465,179.009,5
Astrale,28,0.767,0.51,1,1,0.0762,0.000385,0.153,0.525,120.022,9
The Beverly Chills,23,0.381,0.886,2,1,2.58E-05,0.654,0.056,0.429,144.99,10
James Blake,54,0.699,0.464,5,0,0.39,0.171,0.315,0.283,110.986,6
The Living Tombstone,76,0.676,0.835,8,0,0.00682,3.04E-05,0.081,0.8,104.987,9
iRO,36,0.531,0.772,9,1,0.0541,0.00693,0.0827,0.842,175.022,9
Lucero,37,0.566,0.659,6,0,0.00232,0.0637,0.0923,0.319,122.005,10
Pop Will Eat Itself,4,0.654,0.89,9,0,0.00204,,0.272,0.684,129.014,1
The Uptown Players,44,0.546,0.095,2,0,0.831,0.711,0.119,0.195,116.071,7
Louis Jordan,47,0.705,0.401,9,0,0.812,,0.319,0.649,104.956,2
Electric Light Orchestra,43,0.366,0.73,9,1,0.423,4.31E-06,0.163,0.729,160.093,10
Aya Korem,33,0.575,0.523,7,1,0.372,0.000525,0.098,0.312,97.934,9
"SoundGuySam, Vāhaka",6,0.408,0.616,,1,0.161,,0.089,0.379,160.173,0
The Red Jumpsuit Apparatus,75,0.545,0.932,7,0,0.000665,,0.127,0.464,92.956,10
LUMI√àRE,28,0.595,0.66,10,1,0.156,0.00392,0.106,0.741,97.146,6
Refused,33,0.375,0.946,7,1,0.000277,0.376,0.374,0.46,107.309,10
Cat Clyde,,0.585,0.136,10,0,0.893,6.96E-05,0.128,0.116,124.708,0
Yishai,19,0.799,0.551,8,1,0.0818,2.14E-05,0.337,0.554,95.025,5
AURORA,77,0.521,0.277,11,1,0.634,7.07E-05,0.103,0.13,115.01,9
"Anne-Marie, Niall Horan",84,0.595,0.759,11,0,0.141,,0.172,0.515,80.953,9
Westlife,,0.386,0.453,4,1,0.734,,0.107,0.18,132.703,9
david hugo,59,0.653,0.515,5,1,0.0706,,0.0756,0.674,176.05,9
my bloody valentine,44,0.391,0.651,6,1,0.000512,0.841,0.0954,0.402,92.124,10
Osher Cohen,43,0.508,0.643,11,0,0.589,,0.178,0.454,159.863,9
John Lee Hooker,16,0.73,0.102,11,1,0.895,0.000993,0.0809,0.277,136.108,2
Papa Roach,67,0.383,0.9,7,1,0.00085,1.94E-06,0.271,0.286,183.96,10
Dolly Parton,60,0.446,0.142,9,1,0.96,0.00114,0.101,0.156,135.724,4
Novelists FR,54,0.331,0.917,5,1,8.13E-05,0.00957,0.191,0.347,147.873,8
THE ANXIETY,71,0.773,0.47,2,1,0.0153,0.000193,0.0851,0.399,94.995,6
Lou Reed,69,0.4,0.267,10,1,0.744,0.00734,0.103,0.0872,144.799,6
Studio Killers,72,0.668,0.798,11,1,0.00305,0.0144,0.277,0.575,133.928,9
"Claus Waidtløw, Nikolaj Hess, Portraits in Jazz",19,0.364,0.101,,0,0.977,0.631,0.116,0.049,114.628,7
Whitesnake,69,0.263,0.759,,1,0.0555,,0.231,0.429,179.904,10
Alex Yarmak,39,0.407,0.936,7,1,2.28E-06,0.729,0.104,0.679,90.023,8
Jimmy Dawkins,49,0.5,0.638,2,1,0.125,0.0285,0.199,0.746,122.621,2
Keane,43,0.417,0.497,7,1,0.0097,0.00021,0.126,0.0698,119.867,10
clipping.,46,0.763,0.613,1,1,0.0468,,0.3,0.436,99.287,5
North Mississippi Allstars,42,0.637,0.948,7,1,0.0228,0.782,0.42,0.282,120.049,2
Johnny Cash,75,0.534,0.392,9,0,0.649,0.000227,0.0948,0.163,90.379,10
Witchcraft,48,0.297,0.872,3,0,0.000119,0.0232,0.32,0.533,80.384,10
Zak Abel,68,0.929,0.67,8,1,0.068,,0.318,0.938,120.935,9
